Time [sec]		Acceleration [m/sec2]	Velocity [mm/sec]	Displacement [mm]
11.78000  		-0.00035        	-0.54245         	-0.02954         
11.78500  		-0.00078        	-0.54527         	-0.03226         
11.79000  		0.00228         	-0.54152         	-0.03498         
11.79500  		-0.00787        	-0.55552         	-0.03770         
11.80000  		-0.01048        	-0.60140         	-0.04059         
11.80500  		-0.00486        	-0.63975         	-0.04371         
11.81000  		-0.01435        	-0.68778         	-0.04701         
11.81500  		-0.01328        	-0.75684         	-0.05062         
11.82000  		-0.01031        	-0.81582         	-0.05456         
11.82500  		-0.00257        	-0.84802         	-0.05873         
11.83000  		-0.00033        	-0.85527         	-0.06300         
11.83500  		-0.00805        	-0.87622         	-0.06731         
11.84000  		-0.00074        	-0.89819         	-0.07176         
11.84500  		-0.00228        	-0.90575         	-0.07627         
11.85000  		-0.00687        	-0.92863         	-0.08084         
11.85500  		-0.01024        	-0.97141         	-0.08559         
11.86000  		-0.01156        	-1.02592         	-0.09058         
11.86500  		-0.00157        	-1.05875         	-0.09581         
11.87000  		-0.00594        	-1.07751         	-0.10114         
11.87500  		-0.00598        	-1.10731         	-0.10660         
11.88000  		0.00205         	-1.11714         	-0.11218         
11.88500  		0.00428         	-1.10132         	-0.11773         
11.89000  		0.00648         	-1.07441         	-0.12317         
11.89500  		-0.00131        	-1.06148         	-0.12850         
11.90000  		0.00113         	-1.06193         	-0.13381         
11.90500  		0.00662         	-1.04256         	-0.13908         
11.91000  		-0.00083        	-1.02809         	-0.14425         
11.91500  		-0.00115        	-1.03304         	-0.14940         
11.92000  		0.00008         	-1.03570         	-0.15457         
11.92500  		0.00440         	-1.02450         	-0.15973         
11.93000  		0.00646         	-0.99735         	-0.16479         
11.93500  		0.00008         	-0.98101         	-0.16972         
11.94000  		0.00765         	-0.96167         	-0.17460         
11.94500  		0.01309         	-0.90980         	-0.17929         
11.95000  		0.00869         	-0.85535         	-0.18369         
11.95500  		0.00971         	-0.80937         	-0.18785         
11.96000  		0.00834         	-0.76425         	-0.19178         
11.96500  		0.01275         	-0.71155         	-0.19548         
11.97000  		0.01010         	-0.65444         	-0.19889         
11.97500  		0.00028         	-0.62850         	-0.20208         
11.98000  		0.00504         	-0.61521         	-0.20520         
11.98500  		0.00471         	-0.59083         	-0.20821         
11.99000  		0.00272         	-0.57223         	-0.21112         
11.99500  		0.00142         	-0.56189         	-0.21395         
12.00000  		0.00189         	-0.55363         	-0.21674         
12.00500  		0.01027         	-0.52323         	-0.21945         
12.01000  		0.00490         	-0.48530         	-0.22196         
12.01500  		0.00018         	-0.47260         	-0.22434         
12.02000  		0.00271         	-0.46539         	-0.22669         
12.02500  		0.00154         	-0.45476         	-0.22899         
12.03000  		0.00042         	-0.44985         	-0.23125         
12.03500  		-0.00554        	-0.46264         	-0.23352         
12.04000  		-0.00342        	-0.48504         	-0.23589         
12.04500  		0.00464         	-0.48199         	-0.23833         
12.05000  		0.00021         	-0.46985         	-0.24070         
12.05500  		-0.00217        	-0.47473         	-0.24305         
12.06000  		0.00226         	-0.47448         	-0.24544         
12.06500  		0.00134         	-0.46547         	-0.24778         
12.07000  		-0.00002        	-0.46218         	-0.25010         
12.07500  		-0.00488        	-0.47443         	-0.25243         
12.08000  		-0.00401        	-0.49666         	-0.25486         
12.08500  		0.00271         	-0.49993         	-0.25737         
12.09000  		-0.00441        	-0.50417         	-0.25986         
12.09500  		-0.00530        	-0.52844         	-0.26244         
12.10000  		-0.00037        	-0.54263         	-0.26513         
12.10500  		0.00310         	-0.53581         	-0.26783         
12.11000  		0.00408         	-0.51786         	-0.27047         
12.11500  		-0.00322        	-0.51569         	-0.27304         
12.12000  		0.00349         	-0.51500         	-0.27563         
12.12500  		0.00524         	-0.49316         	-0.27815         
12.13000  		-0.00160        	-0.48406         	-0.28058         
12.13500  		-0.00324        	-0.49616         	-0.28303         
12.14000  		-0.00562        	-0.51830         	-0.28556         
12.14500  		0.00249         	-0.52613         	-0.28819         
12.15000  		-0.00193        	-0.52475         	-0.29081         
12.15500  		-0.00658        	-0.54603         	-0.29347         
12.16000  		0.00317         	-0.55455         	-0.29625         
12.16500  		0.00259         	-0.54014         	-0.29898         
12.17000  		0.00328         	-0.52546         	-0.30165         
12.17500  		0.00074         	-0.51541         	-0.30424         
12.18000  		0.00294         	-0.50620         	-0.30680         
12.18500  		0.01097         	-0.47141         	-0.30926         
12.19000  		0.00494         	-0.43164         	-0.31151         
12.19500  		0.00353         	-0.41048         	-0.31361         
12.20000  		0.00652         	-0.38537         	-0.31561         
12.20500  		0.00720         	-0.35108         	-0.31745         
12.21000  		0.00407         	-0.32291         	-0.31913         
12.21500  		-0.00181        	-0.31728         	-0.32072         
12.22000  		0.00148         	-0.31812         	-0.32231         
12.22500  		0.00514         	-0.30158         	-0.32387         
12.23000  		0.00338         	-0.28027         	-0.32532         
12.23500  		0.00329         	-0.26359         	-0.32668         
12.24000  		0.00519         	-0.24238         	-0.32795         
12.24500  		0.00722         	-0.21134         	-0.32909         
12.25000  		0.00723         	-0.17522         	-0.33005         
12.25500  		0.00448         	-0.14593         	-0.33085         
12.26000  		0.00962         	-0.11066         	-0.33150         
12.26500  		0.01214         	-0.05625         	-0.33192         
12.27000  		0.00354         	-0.01705         	-0.33209         
12.27500  		0.00095         	-0.00584         	-0.33214         
12.28000  		0.00099         	-0.00100         	-0.33216         
12.28500  		0.00407         	0.01167          	-0.33214         
12.29000  		0.00180         	0.02636          	-0.33204         
12.29500  		-0.00319        	0.02289          	-0.33190         
12.30000  		0.00690         	0.03217          	-0.33179         
12.30500  		0.01023         	0.07501          	-0.33153         
12.31000  		0.00661         	0.11712          	-0.33104         
12.31500  		0.00247         	0.13983          	-0.33039         
12.32000  		0.00095         	0.14837          	-0.32966         
12.32500  		0.00373         	0.16006          	-0.32890         
12.33000  		-0.00417        	0.15895          	-0.32809         
12.33500  		-0.00498        	0.13606          	-0.32735         
12.34000  		0.00043         	0.12467          	-0.32671         
12.34500  		0.00402         	0.13578          	-0.32606         
12.35000  		0.00279         	0.15279          	-0.32534         
12.35500  		-0.00416        	0.14936          	-0.32457         
12.36000  		0.00138         	0.14242          	-0.32385         
12.36500  		0.00128         	0.14907          	-0.32312         
12.37000  		-0.00438        	0.14132          	-0.32238         
12.37500  		-0.00693        	0.11304          	-0.32174         
12.38000  		-0.00495        	0.08333          	-0.32126         
12.38500  		0.00377         	0.08037          	-0.32086         
12.39000  		0.00040         	0.09078          	-0.32043         
12.39500  		-0.00127        	0.08860          	-0.31998         
12.40000  		0.00534         	0.09878          	-0.31952         
12.40500  		0.00798         	0.13208          	-0.31895         
12.41000  		0.00268         	0.15873          	-0.31821         
12.41500  		-0.00291        	0.15814          	-0.31741         
12.42000  		-0.00158        	0.14690          	-0.31665         
12.42500  		-0.00031        	0.14216          	-0.31593         
12.43000  		-0.00272        	0.13458          	-0.31523         
12.43500  		-0.00788        	0.10807          	-0.31462         
12.44000  		0.00033         	0.08918          	-0.31414         
12.44500  		0.00751         	0.10878          	-0.31366         
12.45000  		0.00404         	0.13766          	-0.31304         
12.45500  		0.00361         	0.15678          	-0.31230         
12.46000  		0.00445         	0.17692          	-0.31147         
12.46500  		0.00968         	0.21225          	-0.31050         
12.47000  		0.00301         	0.24398          	-0.30935         
12.47500  		-0.00324        	0.24339          	-0.30812         
12.48000  		0.00133         	0.23861          	-0.30692         
12.48500  		0.00247         	0.24812          	-0.30571         
12.49000  		0.00359         	0.26326          	-0.30443         
12.49500  		-0.00176        	0.26784          	-0.30309         
12.50000  		0.00531         	0.27672          	-0.30175         
12.50500  		0.01243         	0.32108          	-0.30027         
12.51000  		0.00588         	0.36686          	-0.29853         
12.51500  		0.00599         	0.39651          	-0.29663         
12.52000  		0.00553         	0.42531          	-0.29457         
12.52500  		0.00920         	0.46214          	-0.29236         
12.53000  		0.00580         	0.49963          	-0.28995         
12.53500  		-0.00227        	0.50844          	-0.28741         
12.54000  		0.00278         	0.50969          	-0.28488         
12.54500  		0.00571         	0.53091          	-0.28228         
12.55000  		0.00036         	0.54609          	-0.27958         
12.55500  		-0.00369        	0.53777          	-0.27686         
12.56000  		-0.00039        	0.52757          	-0.27420         
12.56500  		0.00298         	0.53404          	-0.27155         
12.57000  		0.00116         	0.54440          	-0.26886         
12.57500  		-0.00503        	0.53473          	-0.26614         
12.58000  		0.00009         	0.52238          	-0.26351         
12.58500  		0.00592         	0.53741          	-0.26088         
12.59000  		-0.00084        	0.55012          	-0.25814         
12.59500  		-0.00345        	0.53941          	-0.25541         
12.60000  		-0.00484        	0.51870          	-0.25276         
12.60500  		0.00048         	0.50778          	-0.25021         
12.61000  		-0.00531        	0.49570          	-0.24769         
12.61500  		-0.01275        	0.45055          	-0.24531         
12.62000  		-0.00293        	0.41135          	-0.24317         
12.62500  		-0.00204        	0.39893          	-0.24115         
12.63000  		0.00051         	0.39510          	-0.23917         
12.63500  		-0.00408        	0.38616          	-0.23721         
12.64000  		-0.00262        	0.36941          	-0.23532         
12.64500  		0.00735         	0.38124          	-0.23347         
12.65000  		-0.00339        	0.39113          	-0.23151         
12.65500  		-0.00480        	0.37065          	-0.22960         
12.66000  		-0.00356        	0.34975          	-0.22781         
12.66500  		-0.00146        	0.33720          	-0.22609         
12.67000  		-0.00118        	0.33059          	-0.22442         
12.67500  		-0.00924        	0.30453          	-0.22282         
12.68000  		0.00046         	0.28258          	-0.22137         
12.68500  		0.00538         	0.29717          	-0.21993         
12.69000  		0.00523         	0.32368          	-0.21838         
12.69500  		0.00320         	0.34476          	-0.21671         
12.70000  		0.00435         	0.36365          	-0.21494         
12.70500  		0.01212         	0.40482          	-0.21303         
12.71000  		0.00384         	0.44471          	-0.21089         
12.71500  		-0.00097        	0.45189          	-0.20864         
12.72000  		0.00025         	0.45009          	-0.20639         
12.72500  		0.00296         	0.45810          	-0.20412         
12.73000  		0.00086         	0.46764          	-0.20180         
12.73500  		-0.00493        	0.45747          	-0.19948         
12.74000  		0.00161         	0.44917          	-0.19723         
12.74500  		0.00670         	0.46993          	-0.19494         
12.75000  		0.00578         	0.50112          	-0.19251         
12.75500  		0.00124         	0.51866          	-0.18995         
12.76000  		0.00635         	0.53763          	-0.18732         
12.76500  		0.01202         	0.58354          	-0.18453         
12.77000  		0.00489         	0.62582          	-0.18149         
12.77500  		0.00064         	0.63965          	-0.17832         
12.78000  		-0.00129        	0.63803          	-0.17512         
12.78500  		0.00232         	0.64060          	-0.17193         
12.79000  		-0.00218        	0.64095          	-0.16872         
12.79500  		-0.01007        	0.61032          	-0.16557         
12.80000  		-0.00246        	0.57899          	-0.16262         
12.80500  		0.00260         	0.57934          	-0.15973         
12.81000  		0.00217         	0.59127          	-0.15680         
12.81500  		-0.00149        	0.59295          	-0.15383         
12.82000  		0.00142         	0.59276          	-0.15088         
12.82500  		0.00753         	0.61513          	-0.14787         
12.83000  		0.00102         	0.63651          	-0.14473         
12.83500  		-0.00343        	0.63050          	-0.14155         
12.84000  		-0.00134        	0.61859          	-0.13843         
12.84500  		0.00307         	0.62293          	-0.13534         
12.85000  		0.00013         	0.63095          	-0.13220         
12.85500  		-0.00766        	0.61212          	-0.12907         
12.86000  		-0.00227        	0.58729          	-0.12608         
12.86500  		0.00214         	0.58695          	-0.12316         
12.87000  		-0.00203        	0.58723          	-0.12021         
12.87500  		-0.00457        	0.57073          	-0.11731         
12.88000  		-0.00255        	0.55292          	-0.11451         
12.88500  		0.00289         	0.55376          	-0.11175         
12.89000  		-0.00022        	0.56043          	-0.10896         
12.89500  		-0.00697        	0.54246          	-0.10619         
12.90000  		-0.00066        	0.52339          	-0.10354         
12.90500  		0.00432         	0.53254          	-0.10091         
12.91000  		0.00056         	0.54475          	-0.09821         
12.91500  		-0.00180        	0.54166          	-0.09549         
12.92000  		-0.00056        	0.53576          	-0.09280         
12.92500  		0.00581         	0.54889          	-0.09010         
12.93000  		0.00134         	0.56678          	-0.08730         
12.93500  		-0.00565        	0.55601          	-0.08448         
12.94000  		-0.00077        	0.53997          	-0.08175         
12.94500  		0.00091         	0.54033          	-0.07905         
12.95000  		-0.00065        	0.54098          	-0.07634         
12.95500  		-0.00558        	0.52541          	-0.07367         
12.96000  		-0.00170        	0.50721          	-0.07109         
12.96500  		0.00619         	0.51846          	-0.06855         
12.97000  		0.00138         	0.53740          	-0.06590         
12.97500  		-0.00198        	0.53591          	-0.06321         
12.98000  		0.00063         	0.53255          	-0.06054         
12.98500  		0.00455         	0.54551          	-0.05785         
12.99000  		-0.00007        	0.55672          	-0.05509         
12.99500  		-0.00636        	0.54064          	-0.05233         
13.00000  		-0.00318        	0.51677          	-0.04970         
13.00500  		0.00171         	0.51308          	-0.04713         
13.01000  		-0.00105        	0.51472          	-0.04456         
13.01500  		-0.00543        	0.49851          	-0.04201         
13.02000  		0.00039         	0.48590          	-0.03956         
13.02500  		0.00501         	0.49940          	-0.03711         
13.03000  		0.00325         	0.52005          	-0.03456         
13.03500  		-0.00257        	0.52176          	-0.03194         
13.04000  		0.00013         	0.51567          	-0.02935         
13.04500  		0.00629         	0.53172          	-0.02675         
13.05000  		-0.00028        	0.54673          	-0.02404         
13.05500  		-0.00095        	0.54366          	-0.02131         
13.06000  		0.00084         	0.54338          	-0.01860         
13.06500  		0.00648         	0.56169          	-0.01585         
13.07000  		0.00457         	0.58934          	-0.01297         
13.07500  		-0.00655        	0.58440          	-0.01001         
13.08000  		0.00076         	0.56993          	-0.00714         
13.08500  		0.00049         	0.57307          	-0.00428         
13.09000  		-0.00382        	0.56474          	-0.00143         
13.09500  		-0.00719        	0.53719          	0.00134          
13.10000  		-0.00670        	0.50246          	0.00393          
13.10500  		0.00527         	0.49889          	0.00641          
13.11000  		-0.00057        	0.51064          	0.00895          
13.11500  		-0.00350        	0.50047          	0.01148          
13.12000  		0.00196         	0.49662          	0.01396          
13.12500  		0.00492         	0.51382          	0.01648          
13.13000  		0.00275         	0.53300          	0.01911          
13.13500  		-0.00600        	0.52489          	0.02177          
13.14000  		-0.00125        	0.50677          	0.02434          
13.14500  		0.00172         	0.50795          	0.02687          
13.15000  		-0.00340        	0.50374          	0.02941          
13.15500  		-0.00844        	0.47413          	0.03186          
13.16000  		-0.00600        	0.43803          	0.03414          
13.16500  		0.00073         	0.42486          	0.03628          
13.17000  		-0.00322        	0.41864          	0.03840          
13.17500  		-0.00591        	0.39581          	0.04044          
13.18000  		-0.00258        	0.37459          	0.04236          
13.18500  		0.00264         	0.37476          	0.04422          
13.19000  		-0.00127        	0.37818          	0.04611          
13.19500  		-0.00687        	0.35782          	0.04796          
13.20000  		-0.00252        	0.33435          	0.04969          
13.20500  		-0.00109        	0.32534          	0.05133          
13.21000  		-0.00358        	0.31366          	0.05293          
13.21500  		-0.00722        	0.28665          	0.05444          
13.22000  		-0.00171        	0.26433          	0.05581          
13.22500  		0.00810         	0.28031          	0.05715          
13.23000  		0.00655         	0.31693          	0.05865          
13.23500  		0.00256         	0.33970          	0.06030          
13.24000  		0.00615         	0.36148          	0.06204          
13.24500  		0.00711         	0.39463          	0.06393          
13.25000  		0.00018         	0.41285          	0.06596          
13.25500  		-0.00537        	0.39990          	0.06801          
13.26000  		-0.00566        	0.37232          	0.06994          
13.26500  		0.00115         	0.36104          	0.07176          
13.27000  		-0.00187        	0.35926          	0.07356          
13.27500  		-0.00514        	0.34174          	0.07532          
13.28000  		0.00355         	0.33778          	0.07700          
13.28500  		0.00641         	0.36268          	0.07875          
13.29000  		0.00707         	0.39637          	0.08065          
13.29500  		0.00045         	0.41518          	0.08269          
13.30000  		0.00223         	0.42189          	0.08478          
13.30500  		0.00746         	0.44611          	0.08694          
13.31000  		-0.00206        	0.45961          	0.08922          
13.31500  		-0.00287        	0.44727          	0.09149          
13.32000  		-0.00238        	0.43415          	0.09369          
13.32500  		0.00120         	0.43121          	0.09585          
13.33000  		0.00224         	0.43981          	0.09802          
13.33500  		-0.00358        	0.43646          	0.10023          
13.34000  		0.00448         	0.43871          	0.10240          
13.34500  		0.00506         	0.46257          	0.10465          
13.35000  		-0.00104        	0.47262          	0.10700          
13.35500  		-0.00251        	0.46372          	0.10934          
13.36000  		-0.00327        	0.44925          	0.11163          
13.36500  		0.00118         	0.44403          	0.11385          
13.37000  		-0.00351        	0.43822          	0.11607          
13.37500  		-0.00993        	0.40460          	0.11819          
13.38000  		-0.00362        	0.37072          	0.12011          
13.38500  		-0.00070        	0.35993          	0.12193          
13.39000  		-0.00538        	0.34474          	0.12370          
13.39500  		-0.00766        	0.31213          	0.12535          
13.40000  		-0.00551        	0.27920          	0.12683          
13.40500  		-0.00078        	0.26347          	0.12817          
13.41000  		-0.00532        	0.24821          	0.12946          
13.41500  		-0.01182        	0.20536          	0.13061          
13.42000  		-0.00477        	0.16389          	0.13152          
13.42500  		-0.00400        	0.14196          	0.13228          
13.43000  		-0.00630        	0.11619          	0.13293          
13.43500  		-0.00807        	0.08026          	0.13342          
13.44000  		-0.00639        	0.04411          	0.13373          
13.44500  		0.00687         	0.04532          	0.13393          
13.45000  		-0.00041        	0.06146          	0.13421          
13.45500  		-0.00177        	0.05600          	0.13451          
13.46000  		0.00446         	0.06271          	0.13479          
13.46500  		0.00170         	0.07811          	0.13515          
13.47000  		0.00615         	0.09774          	0.13558          
13.47500  		-0.00729        	0.09490          	0.13609          
13.48000  		-0.00092        	0.07438          	0.13650          
13.48500  		0.00514         	0.08492          	0.13688          
13.49000  		-0.00791        	0.07799          	0.13732          
13.49500  		-0.00077        	0.05630          	0.13764          
13.50000  		-0.00555        	0.04049          	0.13789          
13.50500  		0.00412         	0.03690          	0.13806          
13.51000  		0.00552         	0.06099          	0.13831          
13.51500  		-0.00718        	0.05682          	0.13863          
13.52000  		0.00983         	0.06344          	0.13889          
13.52500  		0.00487         	0.10019          	0.13931          
13.53000  		0.00278         	0.11932          	0.13987          
13.53500  		0.00242         	0.13231          	0.14049          
13.54000  		-0.00564        	0.12424          	0.14115          
13.54500  		0.01015         	0.13549          	0.14177          
13.55000  		-0.00076        	0.15896          	0.14253          
13.55500  		-0.00429        	0.14632          	0.14330          
13.56000  		0.00595         	0.15047          	0.14402          
13.56500  		0.00074         	0.16721          	0.14482          
13.57000  		0.00601         	0.18410          	0.14569          
13.57500  		-0.00254        	0.19279          	0.14665          
13.58000  		0.00206         	0.19158          	0.14760          
13.58500  		0.01040         	0.22272          	0.14862          
13.59000  		-0.00155        	0.24484          	0.14982          
13.59500  		0.00089         	0.24318          	0.15103          
13.60000  		-0.00073        	0.24358          	0.15225          
13.60500  		0.00352         	0.25058          	0.15348          
13.61000  		0.00134         	0.26273          	0.15477          
13.61500  		-0.00787        	0.24641          	0.15606          
13.62000  		0.00383         	0.23632          	0.15724          
13.62500  		0.00366         	0.25505          	0.15847          
13.63000  		0.00395         	0.27408          	0.15979          
13.63500  		0.00028         	0.28465          	0.16120          
13.64000  		-0.00017        	0.28491          	0.16262          
13.64500  		0.00886         	0.30663          	0.16408          
13.65000  		-0.00230        	0.32304          	0.16568          
13.65500  		-0.00637        	0.30137          	0.16725          
13.66000  		-0.00349        	0.27671          	0.16869          
13.66500  		-0.00165        	0.26386          	0.17003          
13.67000  		-0.00414        	0.24939          	0.17132          
13.67500  		-0.00912        	0.21625          	0.17250          
13.68000  		-0.00231        	0.18769          	0.17349          
13.68500  		0.00159         	0.18590          	0.17442          
13.69000  		-0.00215        	0.18450          	0.17535          
13.69500  		-0.00703        	0.16155          	0.17623          
13.70000  		-0.00347        	0.13530          	0.17696          
13.70500  		-0.00048        	0.12540          	0.17761          
13.71000  		-0.00411        	0.11392          	0.17821          
13.71500  		-0.00817        	0.08321          	0.17871          
13.72000  		-0.00557        	0.04886          	0.17904          
13.72500  		0.00324         	0.04305          	0.17925          
13.73000  		-0.00316        	0.04326          	0.17948          
13.73500  		-0.00335        	0.02698          	0.17966          
13.74000  		0.00209         	0.02382          	0.17977          
13.74500  		0.00356         	0.03793          	0.17992          
13.75000  		0.00598         	0.06178          	0.18017          
13.75500  		-0.00526        	0.06358          	0.18050          
13.76000  		0.00353         	0.05925          	0.18079          
13.76500  		0.00773         	0.08739          	0.18115          
13.77000  		-0.00165        	0.10259          	0.18164          
13.77500  		0.00322         	0.10651          	0.18216          
13.78000  		-0.00166        	0.11041          	0.18271          
13.78500  		0.00702         	0.12383          	0.18328          
13.79000  		0.00374         	0.15074          	0.18397          
13.79500  		-0.00566        	0.14594          	0.18473          
13.80000  		0.00805         	0.15193          	0.18545          
13.80500  		0.00549         	0.18581          	0.18630          
13.81000  		0.00500         	0.21203          	0.18729          
13.81500  		0.00207         	0.22970          	0.18840          
13.82000  		0.00024         	0.23548          	0.18957          
13.82500  		0.00873         	0.25793          	0.19079          
13.83000  		-0.00160        	0.27576          	0.19214          
13.83500  		-0.00561        	0.25774          	0.19348          
13.84000  		-0.00072        	0.24192          	0.19472          
13.84500  		-0.00046        	0.23897          	0.19592          
13.85000  		-0.00119        	0.23486          	0.19711          
13.85500  		-0.00751        	0.21312          	0.19824          
13.86000  		-0.00109        	0.19161          	0.19924          
13.86500  		0.00433         	0.19972          	0.20021          
13.87000  		-0.00296        	0.20317          	0.20123          
13.87500  		-0.00524        	0.18268          	0.20220          
13.88000  		-0.00414        	0.15925          	0.20305          
13.88500  		0.00010         	0.14917          	0.20382          
13.89000  		-0.00608        	0.13423          	0.20454          
13.89500  		-0.01154        	0.09019          	0.20511          
13.90000  		-0.00554        	0.04750          	0.20544          
13.90500  		-0.00216        	0.02825          	0.20562          
13.91000  		-0.00309        	0.01513          	0.20573          
13.91500  		-0.00676        	-0.00948         	0.20576          
13.92000  		0.00041         	-0.02536         	0.20565          
13.92500  		0.00558         	-0.01038         	0.20555          
13.93000  		0.00192         	0.00837          	0.20556          
13.93500  		-0.00193        	0.00833          	0.20561          
13.94000  		0.00102         	0.00605          	0.20564          
13.94500  		0.00513         	0.02141          	0.20570          
13.95000  		-0.00176        	0.02984          	0.20584          
13.95500  		-0.00534        	0.01209          	0.20595          
13.96000  		-0.00430        	-0.01199         	0.20595          
13.96500  		0.00183         	-0.01817         	0.20586          
13.97000  		-0.00376        	-0.02301         	0.20577          
13.97500  		-0.00787        	-0.05208         	0.20559          
13.98000  		0.00013         	-0.07142         	0.20527          
13.98500  		-0.00036        	-0.07199         	0.20491          
13.99000  		0.00187         	-0.06822         	0.20455          
13.99500  		-0.00434        	-0.07440         	0.20421          
14.00000  		0.00070         	-0.08350         	0.20380          
14.00500  		0.00893         	-0.05944         	0.20343          
14.01000  		-0.00165        	-0.04124         	0.20320          
14.01500  		-0.00103        	-0.04793         	0.20298          
14.02000  		-0.00084        	-0.05261         	0.20272          
14.02500  		0.00079         	-0.05274         	0.20246          
14.03000  		-0.00191        	-0.05553         	0.20219          
14.03500  		-0.00990        	-0.08505         	0.20186          
14.04000  		-0.00170        	-0.11407         	0.20134          
14.04500  		0.00291         	-0.11106         	0.20077          
14.05000  		0.00065         	-0.10218         	0.20024          
14.05500  		-0.00090        	-0.10281         	0.19973          
14.06000  		0.00366         	-0.09591         	0.19923          
14.06500  		0.00884         	-0.06468         	0.19881          
14.07000  		0.00212         	-0.03730         	0.19857          
14.07500  		-0.00366        	-0.04115         	0.19839          
14.08000  		-0.00199        	-0.05528         	0.19814          
14.08500  		0.00045         	-0.05913         	0.19785          
14.09000  		-0.00578        	-0.07244         	0.19754          
14.09500  		-0.00981        	-0.11142         	0.19709          
14.10000  		-0.00262        	-0.14249         	0.19644          
14.10500  		0.00395         	-0.13916         	0.19572          
14.11000  		0.00285         	-0.12215         	0.19507          
14.11500  		-0.00153        	-0.11886         	0.19447          
14.12000  		0.00539         	-0.10923         	0.19389          
14.12500  		0.00737         	-0.07733         	0.19342          
14.13000  		-0.00023        	-0.05948         	0.19309          
14.13500  		-0.00568        	-0.07427         	0.19277          
14.14000  		-0.00643        	-0.10454         	0.19232          
14.14500  		0.00075         	-0.11874         	0.19175          
14.15000  		-0.00556        	-0.13075         	0.19114          
14.15500  		-0.00898        	-0.16710         	0.19040          
14.16000  		-0.00010        	-0.18981         	0.18949          
14.16500  		0.00324         	-0.18196         	0.18856          
14.17000  		0.00175         	-0.16949         	0.18768          
14.17500  		-0.00210        	-0.17036         	0.18684          
14.18000  		0.00142         	-0.17204         	0.18597          
14.18500  		0.00481         	-0.15645         	0.18515          
14.19000  		-0.00286        	-0.15156         	0.18439          
14.19500  		-0.00838        	-0.17966         	0.18358          
14.20000  		-0.00338        	-0.20907         	0.18259          
14.20500  		-0.00176        	-0.22192         	0.18151          
14.21000  		-0.00513        	-0.23915         	0.18037          
14.21500  		-0.00631        	-0.26775         	0.17910          
14.22000  		-0.00026        	-0.28418         	0.17771          
14.22500  		0.00698         	-0.26738         	0.17632          
14.23000  		0.00258         	-0.24347         	0.17505          
14.23500  		0.00092         	-0.23472         	0.17386          
14.24000  		0.00648         	-0.21621         	0.17272          
14.24500  		0.00685         	-0.18288         	0.17172          
14.25000  		0.00401         	-0.15574         	0.17088          
14.25500  		-0.00423        	-0.15629         	0.17011          
14.26000  		-0.00011        	-0.16712         	0.16930          
14.26500  		0.00653         	-0.15107         	0.16849          
14.27000  		-0.00394        	-0.14460         	0.16777          
14.27500  		-0.00276        	-0.16137         	0.16700          
14.28000  		0.00153         	-0.16445         	0.16618          
14.28500  		0.00350         	-0.15185         	0.16539          
14.29000  		0.00335         	-0.13472         	0.16467          
14.29500  		-0.00488        	-0.13855         	0.16400          
14.30000  		0.00179         	-0.14627         	0.16328          
14.30500  		0.00755         	-0.12290         	0.16259          
14.31000  		-0.00265        	-0.11064         	0.16203          
14.31500  		-0.00183        	-0.12186         	0.16145          
14.32000  		0.00235         	-0.12056         	0.16083          
14.32500  		0.00133         	-0.11135         	0.16025          
14.33000  		0.00480         	-0.09602         	0.15973          
14.33500  		-0.00415        	-0.09439         	0.15927          
14.34000  		0.00242         	-0.09871         	0.15877          
14.34500  		0.00765         	-0.07352         	0.15833          
14.35000  		-0.00503        	-0.06697         	0.15801          
14.35500  		0.00229         	-0.07382         	0.15764          
14.36000  		-0.00012        	-0.06840         	0.15729          
14.36500  		0.00437         	-0.05779         	0.15697          
14.37000  		0.00318         	-0.03892         	0.15673          
14.37500  		-0.00655        	-0.04736         	0.15653          
14.38000  		0.00772         	-0.04443         	0.15627          
14.38500  		0.00377         	-0.01571         	0.15613          
14.39000  		0.00010         	-0.00605         	0.15608          
14.39500  		-0.00288        	-0.01301         	0.15604          
14.40000  		-0.00580        	-0.03473         	0.15593          
14.40500  		0.00386         	-0.03960         	0.15572          
14.41000  		-0.00981        	-0.05448         	0.15552          
14.41500  		-0.01038        	-0.10495         	0.15512          
14.42000  		-0.00399        	-0.14089         	0.15449          
14.42500  		-0.00548        	-0.16458         	0.15373          
14.43000  		-0.00092        	-0.18058         	0.15286          
14.43500  		-0.01290        	-0.21512         	0.15189          
14.44000  		-0.00038        	-0.24830         	0.15071          
14.44500  		0.00497         	-0.23682         	0.14948          
14.45000  		-0.00572        	-0.23869         	0.14832          
14.45500  		0.00074         	-0.25113         	0.14708          
14.46000  		-0.00409        	-0.25951         	0.14581          
14.46500  		0.00756         	-0.25084         	0.14451          
14.47000  		0.00229         	-0.22621         	0.14333          
14.47500  		-0.00599        	-0.23545         	0.14219          
14.48000  		0.00776         	-0.23102         	0.14100          
14.48500  		0.00152         	-0.20781         	0.13992          
14.49000  		0.00227         	-0.19832         	0.13890          
14.49500  		-0.00442        	-0.20370         	0.13791          
14.50000  		-0.00414        	-0.22511         	0.13684          
14.50500  		0.00765         	-0.21634         	0.13571          
14.51000  		-0.00363        	-0.20628         	0.13467          
14.51500  		-0.00205        	-0.22048         	0.13360          
14.52000  		0.00387         	-0.21594         	0.13250          
14.52500  		0.00467         	-0.19459         	0.13147          
